id,username,created_at,lng,lat,text
1514867805971116034,0xhidream,Fri Apr 15 07:26:44 +0000 2022,-112.35157,33.4969085,"@0xKilroy @crispylines second that @0xKilroy , when we talkin?"
1514867807166500868,daddyfatcock21,Fri Apr 15 07:26:44 +0000 2022,-118.4119065,34.0207895,@Kissmedenver69 Sexy
1514867807858556932,LilMav3Rick,Fri Apr 15 07:26:44 +0000 2022,-118.369645,34.0870095,I’m definitely hitting the nude beach at least 10x this summer. Because my body is finna looking good asf 👅🍑
1514867811440463872,Christradomis,Fri Apr 15 07:26:45 +0000 2022,-117.5957275,33.629414,Kitchen safety is important to https://t.co/xr44sSsaFb
1514867817190895618,ZachMiltz,Fri Apr 15 07:26:47 +0000 2022,-118.4119065,34.0207895,@AlexRumart Did you turn the lights on so he’d make himself easy to kill
1514867822555549696,slickjones37,Fri Apr 15 07:26:48 +0000 2022,-89.876449,32.571032,Price too high couldn’t give it to me
1514867828817604616,thatonehouze,Fri Apr 15 07:26:49 +0000 2022,-84.433106,33.7671945,Those PPP loans bout to send y’all asse straight too PPPPrison
1514867829195083783,nissiareed,Fri Apr 15 07:26:50 +0000 2022,-77.085747,35.120205,This thread🥴🤣
1514867831585722371,niacin118,Fri Apr 15 07:26:50 +0000 2022,-118.4119065,34.0207895,@WoldenAnita I love how everyone loves the dolphins I mean they're cute and stuff and but they are able to attack a… https://t.co/PDONKuvWS5
1514867831698980864,simply__mariahh,Fri Apr 15 07:26:50 +0000 2022,-117.104989,32.810012,i just KNOW i’m waking up wit a FAT ass bruise on my elbow in the morninggg
1514867832110075907,MSTyree1,Fri Apr 15 07:26:50 +0000 2022,-79.420865,38.0033755,It's late and I can't sleep. So...I thought I would start a controversial thread. Are you ready? I fuckin love pine… https://t.co/ZmzV1BcQXm
1514867833095823364,MSTyree1,Fri Apr 15 07:26:50 +0000 2022,-79.420865,38.0033755,"What I really want to know is, how many folks in the ""pineapple doesn't go on pizza"" camp have actually tried it? L… https://t.co/LtSzgbiQwQ"
1514867834010091528,MSTyree1,Fri Apr 15 07:26:51 +0000 2022,-79.420865,38.0033755,"These days, all it takes is one jaded twat waffle to make a meme or a Tiktok and all of a sudden the masses are rea… https://t.co/umOx3cWSxO"
1514867835016781829,MSTyree1,Fri Apr 15 07:26:51 +0000 2022,-79.420865,38.0033755,"When I was a kid, I thought broccoli was disgusting. Not because I tried it, but because kids my age on TV and movi… https://t.co/DF3bEc546L"
1514867836119887873,MSTyree1,Fri Apr 15 07:26:51 +0000 2022,-79.420865,38.0033755,It wasn't until years later as an adult that I actually tried it and discovered...it wasn't that bad. It's great wi… https://t.co/yAvuWMhkgE
1514867837331988480,MSTyree1,Fri Apr 15 07:26:51 +0000 2022,-79.420865,38.0033755,"So, what percentage of pineapple topping haters have actually tried it versus those who just want to die on a hill… https://t.co/VbWsYlRUMw"
1514867839219519488,alethesia_,Fri Apr 15 07:26:52 +0000 2022,-93.9992845,44.16514,Disclaimer: I am not very expensive in the English language as my vocabularies are very limited. Feel free to corre… https://t.co/IxIufkSX7J
1514867841815785474,AkilahCopeland3,Fri Apr 15 07:26:53 +0000 2022,-82.063185,33.4407175,"How did he have the most Middle Eastern more yellow skin in the Bodega in Queens, NY? This evening, I know I saw a… https://t.co/1c37UhQgzs"
1514867842553827330,babygirlplzz,Fri Apr 15 07:26:53 +0000 2022,-118.4119065,34.0207895,@nicoalesence purr
1514867843711397894,seanie103,Fri Apr 15 07:26:53 +0000 2022,-111.7385665,33.295215,@PerryPumas07 @perry_pumas @GrantW_ @PerryLive365 @CTECUSD @ChandlerUnified I couldn’t agree more!
1514867845246734339,badgirlzclub69,Fri Apr 15 07:26:53 +0000 2022,-87.4040135,39.1033535,"https://t.co/C9Zx7EcMMZ7 day free trial to my OF because I'm feeling nice &amp; horny. Click the link, and cum with m… https://t.co/2Tw8n4XJpY"
1514867846915842050,yeahthomass,Fri Apr 15 07:26:54 +0000 2022,-118.325145,34.18216,@FrogsAndMen So handsome!
1514867846962110478,MaliceOfNy,Fri Apr 15 07:26:54 +0000 2022,-73.9685415,40.780709,@AquaaDaddy The feet would’ve sent me feet 🦶🏼
1514867852301406208,vidaspapi,Fri Apr 15 07:26:55 +0000 2022,-122.6761085,38.4522175,@Burnku @JomboyMedia Oh shut up
1514867853316575239,kd97_,Fri Apr 15 07:26:55 +0000 2022,-86.1429225,39.7795625,fuck it
1514867853870120967,Butter72035882,Fri Apr 15 07:26:55 +0000 2022,-87.732013,41.8335845,@80sBaby90sKid_ You and I are looking at 2 different things
1514867854461521926,iwaspoisoned_,Fri Apr 15 07:26:56 +0000 2022,-108.467494,45.8290258,"Lucky Charms, Walmart - Billings, Montana - Bought a bag of Lucky Charms and got sick within hours of eating Lucky… https://t.co/onfM4sBuw1"
1514867857020006407,AuthorizedBOSS,Fri Apr 15 07:26:56 +0000 2022,-118.4119065,34.0207895,I really can't wait to drop these custom  jackets on my birthday 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽
