id,username,created_at,lng,lat,text
1514866704630919168,Matt_i_e,Fri Apr 15 07:22:21 +0000 2022,-2.955045,56.476952,My first full collection will be released in June. 8 pieces telling part of my story through photography and a sh… https://t.co/TbDmD3tkUS
1514866705545273344,ChrisFormaggia,Fri Apr 15 07:22:22 +0000 2022,-4.0016169999999995,52.404436,@Wjj66W Swansea?
1514866710838484995,danniowenjones,Fri Apr 15 07:22:23 +0000 2022,-2.5989965,54.2019555,I was so lucky to read an early copy of this book and it was incredible! Congratulations on your fabulous cover and… https://t.co/tYkuzNJLWU
1514866711056502784,WhickhamFC,Fri Apr 15 07:22:23 +0000 2022,-2.7751315,54.068005,⚫️⚪️ IT’S MATCHDAYYY ⚫️⚪️🔜 @NAycliffeFCWhickham travel to The Beaumont Landscapes Stadium TODAY for their final… https://t.co/Fw2IjQYKJF
1514866711425597445,IanCleverly06,Fri Apr 15 07:22:23 +0000 2022,-3.1882770000000002,51.591828,"Ah, fuck it. Even though I'm hanging on after a nightshift, count me in for at least the first hour. #HT1000 https://t.co/4X5P9Xevph"
1514866713246027778,Patrici16650999,Fri Apr 15 07:22:23 +0000 2022,-1.8906405,52.4939665,@ScottEWoodward1 @KatarinaHill2 @Ga21Renee @jk_rowling The UK is not the US.
1514866722112745473,eddypassey,Fri Apr 15 07:22:26 +0000 2022,-0.666223,51.540857,This however is a sensible game #Worldle #84 2/6 (100%)🟩🟩🟩🟩🟨↖️🟩🟩🟩🟩🟩🎉https://t.co/mrJI9kZwwB
1514866723131908096,CAH2566,Fri Apr 15 07:22:26 +0000 2022,-2.1213295,51.4616195,@Normanjam671 I don't expect there losing any sleep over it
1514866725573074948,Lewisc7593,Fri Apr 15 07:22:26 +0000 2022,-0.682225,52.29316389,So close. @ Wellingborough Whitworth F.C. https://t.co/5FHl1gDr7v
1514866727603027973,lollyjan2003,Fri Apr 15 07:22:27 +0000 2022,-4.7979325,55.645424,@wilber1979 morning 🌄 have a lovely Easter weekend 😊
1514866729125560322,Rupertcooke,Fri Apr 15 07:22:27 +0000 2022,-1.8900305,53.729573,@ThePoke In my defence I’ve never seen all of the Lion King
1514866735807184898,elliepyemont,Fri Apr 15 07:22:29 +0000 2022,0.286119,50.7820255,Why the law-breaking mattered then and still matters now. 👇
1514866736209747975,jruddy99,Fri Apr 15 07:22:29 +0000 2022,-2.4695394999999998,56.719006,Bad day for British comedy
1514866739619762178,LewisYeardley,Fri Apr 15 07:22:30 +0000 2022,-3.189497,55.952067,Hello from Edinburgh Waverley! 👋 London Kings Cross bound with the 08:30 @LNER Azuma service! 🏴󠁧󠁢󠁳󠁣󠁴󠁿🚂🏴󠁧󠁢󠁥󠁮󠁧󠁿 Very… https://t.co/EHgnfg3sLA
1514866749996417035,ChrisP_Cruises,Fri Apr 15 07:22:32 +0000 2022,-1.0853245,53.9662065,@Kallum_Of_York Classic.
1514866756849913858,sgodfrey,Fri Apr 15 07:22:34 +0000 2022,-1.1500599999999999,51.9051825,"Also day 8 of feeling like crap with this cold/flu thing, it’s driving me mad."
1514866761589567491,CymruMarket,Fri Apr 15 07:22:35 +0000 2022,-1.396467,50.921327500000004,"For a relaxing cup of coffee, check out@Cardiff_Theatre Cafe every Sunday at 2pm and @StAndrewsCoffee https://t.co/wVjxVX4qkC"
1514866767843180546,CymruMarket,Fri Apr 15 07:22:36 +0000 2022,-1.396467,50.921327500000004,Congratulations to @StAndrewsCoffee on winning this prestigious awardCheck them out.. at@Cardiff_Theatre
1514866773463638016,Senar1,Fri Apr 15 07:22:38 +0000 2022,-0.1909515,51.9023015,Hanging out in the nirvana of kebab shops KEBABLAND with a gentleman and genuinely funny man @imranyusuf #kebab… https://t.co/leB6o6WIqE
1514866780719697923,gregterencecook,Fri Apr 15 07:22:40 +0000 2022,-0.061,51.5073,Just posted a photo @ Wapping https://t.co/OORehPfZdT
1514866781214629888,theavocadofairy,Fri Apr 15 07:22:40 +0000 2022,-0.2527539999999999,51.3854455,"@BBCBreakfast @BBCHughPym If you want to continue the conversation about brain tumours, then I am available to chat https://t.co/kjecYQalcS"
1514866781395030020,dregray247,Fri Apr 15 07:22:40 +0000 2022,-4.7734115,50.341003,@UK999FE Was she elected?
